	young	middle	old
YNR020C	23.868	28.946	17.307
YNR021W	136.727	72.145	66.111
YNR022C	63.706	31.014	32.888
YNR023W	16.975	17.373	17.416
YNR024W	27.501	16.002	11.797
YNR026C	30.998	17.598	17.552
YNR028W	34.492	39.718	35.269
YNR029C	32.491	12.542	22.505
YNR030W	49.103	21.77	30.829
YNR031C	10.829	7.188	10.761
YNR032C-A	73.568	46.923	39.108
YNR032W	14.181	16.733	19.634
YNR033W	20.727	8.968	9.169
YNR034W	29.952	55.545	54.537
YNR034W-A	67.127	6244.545	3606.228
YNR035C	155.21	142.724	117.602
YNR036C	186.144	160.66	116.925
YNR038W	29.336	10.815	21.536
YNR039C	16.367	37.54	27.741
YNR040W	21.067	13.801	9.166
YNR041C	35.429	24.544	29.077
YNR043W	165.47	71.863	71.72
YNR045W	6.527	15.17	10.221
YNR046W	141.655	96.306	89.947
YNR047W	20.899	29.793	29.978
YNR048W	10.971	6.521	11.329
YNR049C	27.458	49.908	50.805
YNR050C	132.1	134.033	156.027
YNR051C	33.927	33.234	34.916
YNR052C	53.452	41.343	34.803
YNR053C	67.298	40.922	47.81
YNR054C	34.317	19.005	14.999
YNR055C	25.367	14.231	7.789
YNR057C	14.908	264.695	312.67
YNR058W	7.136	110.847	191.262
YNR061C	57.572	37.847	38.108
YNR063W	4.292	8.548	5.498
YNR067C	106.567	19.382	20.84
YNR074C	23.095	8.018	8.29
YOL002C	44.638	36.54	19.431
YOL003C	18.413	15.773	8.663
YOL004W	49.292	33.253	33.258
YOL005C	195.124	98.31	90.186
YOL006C	27.879	36.279	36.716
YOL007C	38.788	7.709	9.073
YOL008W	29.721	13.985	24.189
YOL010W	30.959	17.489	20.221
YOL011W	11.462	40.038	42.618
YOL012C	197.499	107.435	94.766
YOL013C	16.04	36.307	28.797
YOL013W-A	292.28	252.064	292.881
YOL016C	31.668	39.94	42.601
YOL017W	10.044	6.034	9.31
YOL018C	16.979	44.122	39.761
YOL019W	31.608	24.262	34.756
YOL020W	31.429	15.627	7.308
YOL021C	43.662	30.8	25.745
YOL022C	45.184	38.031	34.29
YOL023W	5.945	7.19	5.552
YOL025W	9.128	19.556	24.192
YOL026C	118.255	62.939	105.286
YOL027C	66.61	66.876	81.126
YOL028C	21.073	19.0	25.311
YOL030W	213.581	91.201	100.221
YOL031C	24.505	19.016	22.206
YOL032W	23.842	47.386	57.894
YOL033W	12.4	6.282	6.206
YOL034W	5.306	6.461	10.625
YOL036W	12.694	26.065	26.15
YOL038W	194.306	143.483	109.16
YOL039W	6252.291	2190.575	2393.181
YOL040C	5014.561	2176.893	2527.15
YOL041C	65.101	36.671	41.141
YOL042W	14.995	19.427	12.109
YOL043C	4.957	4.881	6.411
YOL044W	11.824	22.622	28.124
YOL045W	11.835	10.473	14.246
YOL048C	13.631	28.044	32.81
YOL049W	59.925	23.332	18.726
YOL051W	27.412	75.49	81.158
YOL052C	48.047	21.403	28.941
YOL052C-A	138.092	6005.628	10687.146
YOL053W	12.907	16.663	15.876
YOL054W	9.106	14.49	24.32
YOL055C	12.734	73.169	82.286
YOL056W	26.165	8.76	15.571
YOL057W	50.485	23.413	27.827
YOL058W	120.066	292.506	531.255
YOL059W	92.039	76.011	71.742
YOL060C	23.336	28.841	28.963
YOL061W	105.941	65.432	77.899
YOL062C	18.174	21.858	18.583
YOL063C	6.949	6.523	5.25
YOL064C	147.912	82.673	86.148
YOL065C	15.246	18.012	23.17
YOL066C	13.937	12.855	12.773
YOL067C	25.848	36.103	38.281
YOL068C	13.711	12.123	17.08
YOL069W	13.074	5.493	7.669
YOL070C	47.87	40.239	35.665
YOL071W	53.758	75.697	99.613
YOL072W	10.908	11.443	15.96
YOL073C	21.915	26.254	22.397
YOL075C	3.872	6.618	6.853
YOL076W	31.724	13.959	13.162
YOL077C	126.162	36.566	58.636
YOL077W-A	247.686	871.581	729.451
YOL078W	7.681	11.699	13.019
YOL080C	18.884	9.283	13.365
YOL081W	7.762	10.66	12.79
YOL082W	28.196	75.843	53.864
YOL083W	6.808	48.478	41.657
YOL086C	9267.455	4813.136	6187.529
YOL087C	12.828	17.087	16.1
YOL088C	48.984	29.974	34.464
YOL089C	9.653	13.318	12.939
YOL090W	33.046	15.884	15.606
YOL092W	78.92	45.562	43.068
YOL093W	37.246	11.709	13.375
YOL094C	49.134	42.821	31.118
YOL096C	31.091	34.285	40.604
YOL097C	209.499	57.498	57.85
YOL098C	49.856	17.258	19.873
YOL100W	7.421	16.271	19.536
YOL102C	34.642	32.27	28.898
YOL103W	20.797	16.865	17.68
YOL107W	25.648	11.568	12.644
YOL108C	28.991	36.275	34.903
YOL109W	1511.797	5575.782	6008.735
YOL110W	13.008	35.725	46.37
YOL111C	151.21	117.009	105.776
YOL112W	6.953	11.322	6.004
YOL115W	21.547	12.726	12.472
YOL116W	11.464	22.363	18.065
YOL119C	18.816	59.313	77.032
YOL120C	2583.981	1199.29	1287.402
YOL121C	1716.84	829.829	661.296
YOL122C	31.109	54.752	61.921
YOL123W	168.586	139.533	125.679
YOL124C	18.471	4.954	8.186
YOL125W	11.406	9.861	10.404
YOL126C	183.545	1564.166	2042.217
YOL127W	4439.279	2172.261	2052.835
YOL128C	6.962	24.149	20.746
YOL129W	113.955	118.147	107.032
YOL130W	17.808	11.903	12.987
YOL133W	68.549	84.672	71.818
YOL135C	27.611	20.059	21.715
YOL136C	17.237	10.85	10.518
YOL137W	16.489	23.49	16.38
YOL138C	5.71	9.822	10.109
YOL139C	713.366	267.397	287.736
YOL140W	32.808	52.335	67.631
YOL141W	6.171	6.41	7.938
YOL142W	49.545	34.779	52.092
YOL143C	745.936	261.433	219.645
YOL144W	15.724	11.215	7.587
YOL145C	35.146	19.516	22.557
YOL147C	45.238	159.498	216.924
YOL148C	12.468	15.793	18.287
YOL149W	52.861	32.748	31.207
YOL151W	72.691	144.744	143.987
YOL154W	568.868	328.51	46.683
YOL155C	860.916	144.707	105.964
YOL158C	29.088	26.114	38.428
YOL159C	19.512	21.096	20.058
YOL159C-A	15.314	75.841	41.643
YOR001W	28.647	23.875	26.678
YOR002W	28.681	21.372	18.586
YOR003W	4.915	33.8	39.184
YOR004W	29.243	24.435	21.525
YOR005C	3.867	8.847	12.411
YOR006C	29.48	17.747	19.144
YOR007C	374.867	211.031	278.775
YOR008C	49.553	81.508	84.209
YOR014W	45.229	56.745	53.591
YOR016C	67.03	75.065	68.308
YOR017W	9.306	8.938	5.106
YOR018W	10.92	16.562	16.561
YOR020C	953.635	1160.124	1036.902
YOR020W-A	51.609	300.178	297.473
YOR021C	109.075	101.163	72.634
YOR022C	7.245	9.815	7.973
YOR023C	20.685	47.711	44.934
YOR025W	24.936	9.037	9.072
YOR026W	14.105	8.75	14.036
YOR027W	627.16	620.488	796.884
YOR030W	5.087	11.773	10.102
YOR033C	6.816	2.458	3.272
YOR034C	9.14	23.046	19.249
YOR035C	15.054	35.731	34.275
YOR036W	21.099	118.532	107.637
YOR037W	12.413	11.739	7.545
YOR038C	15.65	7.637	8.309
YOR039W	74.002	99.967	87.97
YOR040W	11.393	26.195	26.324
YOR042W	65.222	100.447	90.526
YOR043W	36.165	40.866	44.974
YOR044W	6.549	19.049	29.568
YOR045W	424.514	309.089	226.269
YOR046C	160.373	81.153	84.085
YOR047C	15.799	5.597	4.624
YOR048C	28.737	19.393	21.093
YOR051C	74.962	23.176	18.732
YOR052C	131.353	948.078	862.463
YOR054C	16.797	41.319	34.588
YOR056C	35.906	28.132	33.556
YOR057W	30.711	52.943	47.605
YOR058C	13.025	5.627	7.548
YOR059C	8.667	35.194	16.602
YOR061W	77.098	44.196	52.403
YOR063W	3693.607	1926.6	1876.934
YOR064C	13.4	27.301	39.549
YOR065W	129.099	375.66	317.096
YOR066W	23.179	32.65	27.286
YOR067C	37.183	13.497	14.356
YOR069W	24.701	24.345	25.53
YOR070C	13.744	32.844	28.873
YOR071C	10.671	10.59	10.435
YOR073W	6.535	3.654	3.745
YOR074C	66.909	31.498	24.86
YOR075W	19.109	21.671	31.669
YOR076C	12.074	14.344	11.264
YOR077W	18.503	23.642	23.079
YOR078W	31.568	14.313	14.299
YOR079C	18.589	16.152	11.922
YOR080W	2.567	5.884	7.06
YOR081C	16.878	19.221	17.499
YOR083W	25.607	18.126	10.83
YOR085W	119.904	56.771	62.551
YOR086C	62.118	45.53	46.18
YOR087W	27.978	16.844	13.491
YOR089C	89.306	180.622	161.512
YOR090C	21.192	21.541	20.655
YOR091W	88.284	42.257	52.452
YOR092W	16.496	26.062	31.431
YOR093C	7.381	5.695	6.601
YOR094W	29.105	36.478	22.175
YOR095C	77.883	72.866	55.032
YOR096W	2644.606	1425.746	1618.939
YOR097C	15.894	18.997	14.888
YOR098C	39.641	16.983	19.402
YOR099W	176.383	115.295	96.637
YOR100C	5.936	132.425	109.639
YOR101W	47.046	13.478	7.771
YOR103C	169.067	68.536	88.514
YOR104W	13.413	25.381	24.511
YOR106W	14.092	14.952	9.665
YOR107W	2.661	9.944	14.098
YOR108W	66.677	18.633	17.958
YOR109W	35.461	24.027	24.22
YOR110W	21.86	12.819	13.827
YOR111W	23.483	38.939	30.059
YOR112W	24.779	19.934	13.051
YOR113W	14.679	38.285	31.687
YOR114W	6.439	8.451	10.809
YOR115C	26.819	12.414	17.085
YOR116C	32.708	20.243	21.24
YOR117W	152.557	122.37	124.488
YOR118W	14.235	15.999	17.293
YOR119C	20.917	10.616	12.337
YOR120W	14.635	104.274	145.666
YOR122C	847.742	595.08	678.466
YOR123C	44.99	32.92	31.515
YOR124C	38.344	29.144	26.174
YOR125C	41.591	23.553	28.216
YOR126C	23.981	18.497	27.801
YOR127W	9.463	10.922	10.072
YOR128C	72.921	71.411	83.939
YOR130C	13.588	8.948	12.026
YOR131C	51.532	38.144	28.863
YOR132W	29.208	41.219	33.424
YOR133W	1042.745	430.992	481.492
YOR136W	275.918	1641.953	1314.051
YOR137C	3.961	7.644	8.603
YOR138C	22.109	39.805	47.097
YOR140W	19.88	19.089	26.24
YOR141C	24.431	29.155	27.261
YOR142W	238.718	224.133	248.463
YOR143C	24.419	13.291	12.407
YOR144C	5.791	3.435	4.028
YOR145C	109.069	117.773	102.487
YOR147W	11.662	24.06	20.421
YOR148C	9.976	25.35	28.848
YOR149C	7.336	10.315	9.485
YOR150W	63.787	52.123	54.062
YOR151C	79.908	42.449	44.23
YOR152C	17.663	80.865	86.369
YOR153W	115.602	55.697	62.014
YOR154W	6.378	9.437	11.124
YOR155C	26.736	24.864	17.67
YOR156C	7.334	15.326	11.865
YOR157C	257.166	165.313	179.675
YOR158W	46.671	42.927	30.248
YOR159C	75.769	44.711	37.119
YOR160W	19.651	18.243	14.633
YOR161C	41.497	65.309	63.381
YOR162C	4.51	6.953	5.738
YOR163W	78.258	48.488	37.611
YOR164C	110.548	60.545	46.534
YOR165W	48.23	28.746	31.506
YOR166C	7.906	10.491	8.022
YOR167C	1979.392	1214.765	1281.487
YOR168W	220.728	80.621	75.926
YOR171C	45.163	49.58	50.73
YOR173W	16.528	209.729	212.741
YOR174W	18.17	9.379	12.037
YOR175C	47.071	20.566	20.552
YOR176W	123.839	43.437	47.655
YOR178C	6.766	162.047	130.803
YOR181W	27.706	17.503	16.137
YOR182C	2428.776	1574.575	1877.205
YOR184W	246.345	201.227	206.339
YOR185C	105.905	279.797	272.705
YOR187W	227.06	179.384	162.356
YOR188W	13.686	7.763	6.645
YOR189W	48.798	46.092	41.333
YOR191W	9.182	10.587	13.104
YOR193W	5.862	13.516	12.485
YOR194C	49.306	50.457	51.239
YOR195W	21.2	31.297	25.809
YOR196C	26.089	15.662	32.382
YOR197W	115.829	103.892	86.43
YOR198C	460.388	131.816	120.416
YOR201C	22.003	15.497	17.554
YOR202W	118.521	46.608	128.34
YOR204W	651.831	419.603	371.586
YOR205C	5.249	7.04	6.97
YOR206W	55.7	26.689	23.917
YOR207C	35.988	26.581	25.861
YOR208W	4.913	21.421	29.454
YOR209C	106.668	116.387	116.258
YOR210W	298.123	127.673	195.755
YOR211C	17.19	23.805	20.243
YOR212W	5.664	8.395	7.298
YOR213C	9.268	14.423	13.736
YOR215C	69.444	352.016	392.96
YOR216C	23.721	12.678	16.377
YOR217W	31.888	15.964	19.772
YOR219C	9.877	10.138	14.756
YOR220W	67.336	262.33	242.406
YOR221C	23.756	32.618	32.406
YOR222W	67.939	20.64	24.705
YOR223W	21.77	44.531	58.557
YOR224C	324.997	114.41	94.876
YOR226C	144.074	120.183	429.282
YOR227W	10.489	15.621	9.817
YOR228C	9.936	19.426	13.896
YOR229W	15.23	6.558	6.419
YOR230W	368.656	324.585	372.742
YOR231W	12.17	21.523	19.7
YOR232W	229.358	137.102	123.447
YOR233W	8.919	11.978	10.907
YOR234C	1231.89	735.879	861.594
YOR236W	27.546	10.985	19.557
YOR239W	82.17	49.308	37.097
YOR241W	36.864	20.386	22.14
YOR243C	47.509	13.226	14.432
YOR244W	20.58	20.32	22.608
YOR245C	14.024	41.674	43.224
YOR246C	32.666	10.452	10.996
YOR247W	420.012	78.888	40.477
YOR249C	5.374	5.825	8.922
YOR250C	18.714	20.404	19.417
YOR251C	67.861	43.52	53.116
YOR252W	46.484	56.693	52.712
YOR253W	91.768	51.202	47.642
YOR254C	93.639	49.628	48.754
YOR256C	15.041	17.637	19.508
YOR257W	56.195	46.957	38.32
YOR258W	5.353	17.65	16.508
YOR259C	148.349	133.561	133.409
YOR260W	67.689	26.633	33.976
YOR261C	171.982	149.188	146.224
YOR262W	19.424	26.39	25.78
YOR264W	48.519	9.654	7.086
YOR265W	97.981	59.788	56.941
YOR266W	3.679	6.361	8.106
YOR267C	32.534	123.738	124.17
YOR270C	206.381	102.656	112.28
YOR271C	114.613	58.222	100.951
YOR272W	58.407	18.704	27.839
YOR273C	55.016	19.111	26.476
YOR274W	9.361	26.469	24.453
YOR275C	12.922	11.985	9.253
YOR276W	566.928	151.423	183.516
YOR278W	17.673	13.94	18.573
YOR279C	13.812	29.032	33.901
YOR280C	32.923	14.402	22.453
YOR281C	39.489	22.384	22.777
YOR283W	75.197	98.122	115.81
YOR285W	376.616	588.248	692.328
YOR286W	150.9	103.005	77.704
YOR287C	21.763	16.608	23.443
YOR288C	32.643	15.045	15.984
YOR289W	14.124	92.941	103.454
YOR290C	19.495	18.942	22.265
YOR291W	11.612	7.64	10.543
YOR292C	8.049	18.758	23.307
YOR293W	2124.822	1065.165	1037.26
YOR294W	90.634	87.205	93.042
YOR296W	5.939	4.279	4.701
YOR297C	29.618	33.312	39.72
YOR298C-A	922.527	2308.145	2501.858
YOR299W	13.336	13.368	12.322
YOR301W	27.628	11.886	8.266
YOR303W	108.118	256.136	277.245
YOR304W	15.131	16.17	16.856
YOR307C	15.655	13.902	13.085
YOR308C	9.681	10.618	13.845
YOR310C	285.709	79.99	71.904
YOR311C	42.953	42.824	28.618
YOR312C	1960.68	1145.362	1455.012
YOR315W	37.117	18.908	8.932
YOR316C	43.591	162.787	213.121
YOR317W	268.047	151.524	131.786
YOR319W	12.863	28.48	22.088
YOR320C	24.002	21.08	25.991
YOR321W	21.58	19.68	14.904
YOR322C	16.802	23.242	30.717
YOR323C	301.482	112.847	120.977
YOR324C	5.938	7.294	6.606
YOR326W	48.954	24.012	23.603
YOR327C	179.18	343.085	338.142
YOR329C	20.839	29.87	33.459
YOR330C	8.708	10.207	9.373
YOR332W	833.638	323.308	318.24
YOR335C	303.131	126.103	124.022
YOR336W	15.52	12.46	11.907
YOR337W	6.542	16.074	13.638
YOR340C	100.674	29.291	30.881
YOR341W	80.899	29.367	26.476
YOR342C	30.72	8.089	6.79
YOR344C	41.178	276.207	278.95
YOR346W	8.444	7.818	5.919
YOR347C	27.727	20.109	16.151
YOR350C	5.496	13.471	10.962
YOR352W	22.354	24.856	27.728
YOR353C	11.712	17.878	17.381
YOR354C	23.137	20.21	19.553
YOR355W	59.447	78.458	91.108
YOR356W	45.846	12.936	10.616
YOR357C	62.694	66.718	79.274
YOR358W	14.156	12.301	22.756
YOR359W	24.425	11.304	15.836
YOR360C	23.563	16.746	18.598
YOR361C	199.386	75.542	67.445
YOR362C	196.595	162.484	150.854
YOR363C	5.423	8.516	9.793
YOR367W	66.483	47.441	53.367
YOR368W	11.225	15.378	11.05
YOR369C	4141.165	1549.25	1666.162
YOR370C	49.867	32.096	41.292
YOR371C	11.439	11.001	12.302
YOR372C	25.789	27.629	27.091
YOR373W	15.883	7.192	6.235
YOR374W	173.126	442.632	481.895
YOR375C	423.873	368.231	938.426
YOR382W	386.359	6969.915	6906.061
YOR383C	294.168	4401.794	4529.767
YOR385W	8.409	12.617	12.697
YOR386W	9.738	15.697	14.553
YOR389W	5.633	31.301	24.88
YOR396W	4.11	3.138	4.714
YPL001W	24.374	31.858	24.718
YPL002C	15.426	24.776	21.609
YPL003W	11.662	7.158	7.015
YPL004C	552.175	437.9	473.067
YPL005W	2.982	8.999	7.133
YPL006W	20.67	18.199	22.053
YPL007C	12.248	7.879	10.078
YPL009C	42.228	22.507	17.865
YPL010W	193.081	87.721	89.003
YPL011C	12.881	11.517	17.225
YPL012W	43.156	21.52	23.84
YPL013C	67.084	57.449	67.174
YPL014W	16.012	46.787	43.36
YPL015C	25.821	33.297	23.628
YPL016W	19.398	20.927	19.013
YPL017C	3.91	30.532	23.859
YPL019C	232.187	62.057	50.164
YPL020C	11.645	19.287	26.424
YPL022W	7.541	9.492	7.663
YPL023C	34.033	26.12	26.939
YPL026C	18.988	71.968	81.079
YPL028W	467.886	218.534	207.76
YPL029W	6.856	5.947	7.228
YPL030W	24.817	17.412	18.093
YPL031C	66.809	58.751	54.915
YPL032C	57.614	26.814	34.713
YPL036W	2.655	94.911	90.148
YPL037C	1294.221	635.39	848.664
YPL039W	10.926	15.24	13.326
YPL040C	8.16	4.392	5.582
YPL042C	8.931	9.625	9.789
YPL043W	45.275	25.326	15.308
YPL045W	10.531	10.74	11.415
YPL046C	41.321	52.004	38.331
YPL047W	14.21	26.193	20.375
YPL048W	540.368	342.93	379.87
YPL049C	34.624	28.176	33.513
YPL050C	80.782	58.364	67.992
YPL051W	18.971	21.028	16.976
YPL052W	4.991	21.57	26.364
YPL053C	50.992	36.833	29.005
YPL054W	17.59	609.026	483.325
YPL055C	34.994	54.517	57.408
YPL057C	41.639	261.418	247.659
YPL058C	30.941	124.676	181.825
YPL059W	152.162	112.594	129.412
YPL061W	928.766	1823.374	1694.567
YPL063W	92.94	61.726	56.598
YPL064C	7.783	10.672	13.301
YPL065W	24.981	34.584	26.435
YPL066W	10.127	11.793	7.976
YPL067C	45.012	55.014	52.678
YPL069C	14.018	9.656	10.812
YPL070W	14.528	24.689	23.313
YPL071C	16.172	12.837	17.447
YPL074W	11.872	13.375	16.349
YPL075W	6.897	6.998	4.837
YPL076W	9.43	8.366	10.132
YPL077C	10.121	6.359	6.532
YPL078C	232.027	635.472	563.769
YPL079W	1498.513	558.419	620.529
YPL081W	401.062	320.038	364.515
YPL082C	15.113	13.529	14.337
YPL083C	9.839	10.053	11.034
YPL084W	30.773	36.347	39.7
YPL085W	40.589	24.395	23.815
YPL086C	54.153	28.053	23.567
YPL087W	46.615	95.768	85.006
YPL088W	5.305	37.157	57.533
YPL089C	11.288	29.043	33.503
YPL090C	1825.627	673.649	708.666
YPL091W	154.767	69.054	81.431
YPL092W	16.127	19.43	18.501
YPL093W	75.563	32.793	45.597
YPL094C	96.243	52.627	56.163
YPL095C	26.047	23.142	40.672
YPL096W	20.042	22.503	30.906
YPL097W	14.406	10.116	13.841
YPL098C	174.148	151.895	141.306
YPL099C	23.649	18.995	38.259
YPL100W	19.436	37.096	28.615
YPL101W	26.04	20.926	26.45
YPL103C	12.961	7.04	8.326
YPL104W	12.095	9.07	9.828
YPL105C	27.085	26.281	33.959
YPL106C	865.297	549.975	636.018
YPL107W	10.372	30.756	37.622
YPL108W	13.251	10.92	18.265
YPL109C	6.177	15.511	12.035
YPL110C	10.782	16.819	18.469
YPL111W	67.315	72.258	83.476
YPL112C	35.611	33.88	30.57
YPL113C	6.064	12.324	9.036
YPL115C	16.036	11.434	9.834
YPL116W	19.125	10.862	7.464
YPL117C	173.457	121.594	134.511
YPL118W	61.861	46.874	43.067
YPL119C	6.046	78.817	71.385
YPL120W	10.988	13.819	19.498
YPL122C	12.04	12.419	11.944
YPL123C	21.234	70.483	52.269
YPL125W	20.137	24.055	22.301
YPL126W	48.512	20.038	19.944
YPL127C	259.535	144.588	159.953
YPL128C	32.885	17.411	28.133
YPL129W	122.28	54.851	74.682
YPL131W	3210.878	1467.05	1639.98
YPL132W	11.535	14.762	14.915
YPL133C	7.497	13.866	18.223
YPL134C	13.358	91.595	109.885
YPL135W	183.81	2940.625	3181.33
YPL137C	17.817	10.358	10.848
YPL138C	14.381	16.63	15.245
YPL139C	28.941	25.923	28.561
YPL140C	10.138	12.455	13.483
YPL141C	9.124	4.125	7.41
YPL143W	2771.665	1513.215	1616.618
YPL144W	35.552	13.144	12.871
YPL145C	168.198	136.383	139.208
YPL146C	42.061	27.606	23.171
YPL147W	2.003	15.533	13.77
YPL149W	7.739	10.49	12.896
YPL150W	7.257	10.813	12.117
YPL151C	10.447	10.989	11.38
YPL152W	25.659	40.136	49.498
YPL153C	7.455	10.127	8.256
YPL154C	532.442	1048.977	1174.19
YPL155C	12.473	6.95	6.992
YPL156C	15.872	412.119	323.349
YPL157W	15.223	7.216	10.382
YPL158C	27.594	8.455	12.991
YPL159C	39.026	127.83	128.534
YPL160W	390.473	114.593	118.814
YPL161C	13.603	10.971	15.914
YPL162C	14.829	17.652	10.47
YPL163C	135.88	43.713	60.461
YPL166W	12.045	24.703	33.388
YPL168W	6.194	10.476	8.861
YPL169C	41.113	25.163	29.94
YPL170W	62.726	106.371	123.697
YPL173W	38.824	32.309	38.181
YPL174C	2.814	3.477	2.939
YPL175W	9.8	4.87	7.246
YPL176C	26.21	19.162	18.567
YPL177C	66.047	322.402	315.495
YPL178W	97.618	69.946	48.105
YPL179W	27.019	71.877	81.525
YPL180W	18.073	19.899	22.21
YPL181W	28.277	62.785	59.849
YPL183C	23.797	11.607	9.498
YPL183W-A	117.118	166.84	166.917
YPL184C	37.69	18.677	19.396
YPL187W	35.848	288.813	248.509
YPL188W	34.319	47.266	43.847
YPL189C-A	127.166	327.509	224.458
YPL190C	63.157	67.44	71.71
YPL191C	8.912	16.645	18.846
YPL193W	11.286	8.956	15.718
YPL194W	5.714	5.967	7.483
YPL195W	25.384	19.305	20.821
YPL196W	22.678	29.433	27.485
YPL198W	539.923	364.177	418.486
YPL199C	80.11	38.557	40.888
YPL202C	25.734	61.79	68.208
YPL203W	33.288	77.742	62.214
YPL204W	43.964	72.673	75.631
YPL206C	69.994	138.792	112.301
YPL207W	27.1	23.713	25.324
YPL208W	20.262	6.567	6.127
YPL210C	68.569	40.447	34.209
YPL211W	128.703	37.491	34.832
YPL212C	54.212	23.048	26.589
YPL213W	15.785	37.471	52.133
YPL214C	10.05	49.647	57.682
YPL215W	49.381	37.363	38.837
YPL217C	34.891	18.068	14.886
YPL218W	488.116	210.439	189.144
YPL219W	13.23	26.224	28.811
YPL220W	1722.863	581.317	617.048
YPL221W	29.842	48.941	45.835
YPL222W	12.829	37.444	45.826
YPL223C	44.372	3097.907	3482.95
YPL224C	16.559	23.917	23.831
YPL225W	438.742	579.829	499.129
YPL226W	146.394	67.643	71.57
YPL227C	39.267	8.16	7.895
YPL228W	31.565	47.553	43.768
YPL229W	21.757	156.497	139.365
YPL230W	5.893	70.07	44.393
YPL231W	578.364	160.845	139.356
YPL232W	81.583	98.722	118.121
YPL233W	18.621	18.306	14.51
YPL234C	412.741	292.405	306.241
YPL235W	92.596	46.867	47.176
YPL236C	7.032	21.158	17.056
YPL237W	342.207	141.306	150.898
YPL239W	88.025	74.766	97.848
YPL240C	643.01	1159.859	1109.115
YPL242C	10.863	5.811	6.712
YPL243W	67.396	37.511	45.234
YPL244C	17.748	8.306	10.261
YPL245W	24.062	5.341	6.964
YPL246C	94.922	40.73	44.176
YPL247C	17.298	20.543	23.087
YPL249C	21.352	27.748	26.7
YPL249C-A	3749.898	1712.874	2238.964
YPL250C	212.924	2421.619	2539.706
YPL252C	75.188	65.817	49.628
YPL253C	7.899	7.089	7.354
YPL254W	16.772	12.33	18.633
YPL256C	29.463	9.22	9.662
YPL257W	8.972	14.854	18.819
YPL257W-A	17.38	11.517	13.619
YPL259C	27.346	27.025	39.591
YPL260W	82.62	245.909	219.533
YPL262W	182.525	806.437	774.707
YPL263C	47.745	15.913	15.712
YPL264C	7.166	12.277	11.24
YPL265W	155.841	71.895	84.132
YPL266W	57.589	21.632	29.083
YPL267W	47.145	21.399	26.038
YPL270W	16.493	28.62	26.5
YPL271W	657.089	2578.623	1846.797
YPL273W	96.493	31.281	38.775
YPL274W	110.574	97.74	104.858
YPL277C	6.802	31.522	28.96
YPR002W	13.147	184.888	181.656
YPR003C	9.863	18.68	24.386
YPR004C	110.538	78.765	69.974
YPR006C	12.513	98.549	101.115
YPR008W	20.763	42.142	41.719
YPR010C	96.832	34.932	27.011
YPR010C-A	168.104	1099.336	678.703
YPR011C	11.345	15.134	14.393
YPR013C	6.371	14.572	8.492
YPR016C	202.909	150.759	126.98
YPR017C	16.899	15.632	22.516
YPR018W	12.546	11.253	11.238
YPR019W	26.056	23.338	24.572
YPR020W	186.87	534.254	362.735
YPR021C	7.415	6.65	5.95
YPR022C	13.804	13.978	11.455
YPR023C	46.068	78.628	71.436
YPR024W	63.148	65.909	72.347
YPR025C	19.231	43.084	25.409
YPR026W	6.434	31.249	25.847
YPR028W	621.186	348.295	301.92
YPR029C	31.702	23.865	23.438
YPR031W	6.846	3.275	4.428
YPR032W	14.004	12.774	18.121
YPR033C	230.153	85.144	71.858
YPR034W	47.501	19.354	22.923
YPR035W	674.241	682.576	965.298
YPR036W	404.274	165.015	161.062
YPR036W-A	1177.286	18670.302	19645.467
YPR037C	39.604	41.585	30.36
YPR040W	27.113	81.037	75.479
YPR041W	317.615	116.157	109.066
YPR042C	21.854	41.332	41.07
YPR043W	3214.299	1323.642	1274.615
YPR045C	35.379	51.129	52.373
YPR047W	8.084	9.297	6.53
YPR048W	14.693	10.479	9.969
YPR049C	6.333	23.126	24.567
YPR052C	642.166	216.133	252.581
YPR055W	16.087	15.004	15.433
YPR056W	20.456	22.943	20.926
YPR057W	11.904	11.45	12.223
YPR058W	39.032	41.682	34.966
YPR060C	50.12	24.441	24.385
YPR061C	4.686	53.041	35.89
YPR062W	280.092	99.506	88.463
YPR063C	304.212	131.892	150.903
YPR065W	73.577	334.524	324.997
YPR067W	17.065	19.934	18.856
YPR069C	627.069	185.218	177.296
YPR070W	13.933	6.015	5.781
YPR072W	56.846	40.661	30.252
YPR073C	116.006	67.264	67.062
YPR074C	813.174	337.158	322.54
YPR075C	41.708	45.179	49.595
YPR079W	22.618	41.961	30.723
YPR080W	9712.979	5629.749	5019.391
YPR081C	8.638	11.668	9.028
YPR082C	33.18	74.485	37.045
YPR083W	5.299	19.584	16.75
YPR084W	7.514	12.95	17.836
YPR086W	51.355	45.159	46.964
YPR088C	118.818	79.496	62.3
YPR089W	18.963	16.485	15.343
YPR091C	24.293	20.789	23.845
YPR093C	8.717	15.085	16.321
YPR094W	38.0	49.986	44.793
YPR095C	6.358	6.428	4.829
YPR097W	18.719	23.017	17.934
YPR098C	78.437	203.963	204.044
YPR100W	87.446	73.488	71.038
YPR101W	24.357	28.402	25.388
YPR102C	2012.666	808.677	605.854
YPR103W	217.598	215.52	191.857
YPR104C	13.07	12.453	11.481
YPR105C	14.793	7.103	7.911
YPR106W	22.392	46.108	51.781
YPR107C	25.51	44.915	47.687
YPR108W	130.01	103.896	106.594
YPR109W	9.589	16.341	15.812
