Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	EMBL	RefSeq
P34299	reviewed	GLR1_CAEEL	Glutamate receptor 1	glr-1 C06E1.4	Caenorhabditis elegans	962	U34661;BX284603;	NP_498887.2;
P34308	reviewed	CAN1_CAEEL	Calpain clp-1 (EC 3.4.22.-)	clp-1 C06G4.2	Caenorhabditis elegans	780	BX284603;BX284603;BX284603;BX284603;	NP_498740.2 [P34308-2];NP_498741.3 [P34308-1];NP_741237.1;NP_741238.1;
P34314	reviewed	TLK1_CAEEL	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (Tousled-like kinase 1)	tlk-1 C07A9.3	Caenorhabditis elegans	965	AY450852;Z29094;Z29094;	NP_499145.2 [P34314-2];NP_871642.2 [P34314-1];
P34326	reviewed	HM16_CAEEL	Homeobox protein engrailed-like ceh-16	ceh-16 C13G5.1	Caenorhabditis elegans	187	AY647457;BX284603;	NP_498898.2;
P34331	reviewed	PLK1_CAEEL	Serine/threonine-protein kinase plk-1 (EC 2.7.11.21) (Polo-like kinase 1)	plk-1 plc1 C14B9.4	Caenorhabditis elegans	649	AF057165;AF080581;FO080531;FO080531;	NP_001021173.1 [P34331-2];NP_001021174.1;
P34341	reviewed	KLE2_CAEEL	Condensin-2 complex subunit kle-2 (Kleisin, abnormal closure, protein 2)	kle-2 C29E4.2	Caenorhabditis elegans	821	FO080706;	NP_498727.2;
P34345	reviewed	GSTO1_CAEEL	Glutathione transferase omega-1 (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2)	gsto-1 C29E4.7	Caenorhabditis elegans	250	FO080706;	NP_498728.1;
P34358	reviewed	CED7_CAEEL	ABC transporter ced-7 (Cell death protein 7)	ced-7 C48B4.4	Caenorhabditis elegans	1704	AF049142;Z29117;Z29117;Z29117;	NP_001021225.1 [P34358-3];NP_001021226.1;NP_499115.2 [P34358-2];
P34370	reviewed	I5P2_CAEEL	Inositol polyphosphate 5-phosphatase (EC 3.1.3.-) (Ciliary localization protein 1)	cil-1 C50C3.7	Caenorhabditis elegans	398	FO080718;	NP_498783.1;
P34374	reviewed	UNC36_CAEEL	Voltage-dependent calcium channel unc-36 (Pharyngeal calcium channel subunit alpha-2) (Uncoordinated protein 36)	unc-36 unc-72 C50C3.9/C50C3.10/C50C3.11	Caenorhabditis elegans	1249	FO080718;FO080718;	NP_001040851.1 [P34374-1];NP_001040852.1 [P34374-2];
P34379	reviewed	ATG13_CAEEL	Autophagy-related protein 13 homolog	atg-13 epg-1 D2007.5	Caenorhabditis elegans	443	FO080532;	NP_498782.1;
P34389	reviewed	NPC1B_CAEEL	NPC intracellular cholesterol transporter 1 homolog 2 (Niemann-Pick C1 protein homolog 2)	ncr-2 npc-2 F09G8.4	Caenorhabditis elegans	1274	FO080289;	NP_498813.1;
P34400	reviewed	MIG10_CAEEL	Abnormal cell migration protein 10	mig-10 F10E9.6	Caenorhabditis elegans	779	BX284603;BX284603;BX284603;	NP_001021248.1;NP_498821.2 [P34400-2];NP_498822.2;
P34409	reviewed	POLK_CAEEL	DNA polymerase kappa (EC 2.7.7.7)	polk-1 F22B7.6	Caenorhabditis elegans	596	FO080222;FO080222;	NP_001122692.1 [P34409-1];NP_001122693.1;
P34413	reviewed	DPY19_CAEEL	C-mannosyltransferase dpy-19 (EC 2.4.1.-) (Protein dumpy-19)	dpy-19 F22B7.10	Caenorhabditis elegans	683	FO080222;	NP_498909.1;
P34440	reviewed	HCP3L_CAEEL	Histone H3-like centromeric protein cpar-1 (CENP-A-related protein 1) (Centromeric protein A related)	cpar-1 F54C8.2	Caenorhabditis elegans	261	Z22178;	NP_499073.1;
P34441	reviewed	EMB30_CAEEL	Abnormal embryogenesis protein 30	emb-30 F54C8.3	Caenorhabditis elegans	1027	AF192400;Z22178;	NP_499074.2;
P34446	reviewed	PAT2_CAEEL	Integrin alpha pat-2 (Paralyzed arrest at two-fold protein 2)	pat-2 F54F2.1	Caenorhabditis elegans	1226	BX284603;	NP_498948.1;
P34447	reviewed	ZFP1_CAEEL	Zinc finger protein zfp-1 (Protein AF-10 homolog)	zfp-1 F54F2.2	Caenorhabditis elegans	867	BX284603;BX284603;BX284603;	NP_001022610.1 [P34447-2];NP_001022611.1;NP_498943.2;
P34461	reviewed	SODE_CAEEL	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	sod-4 F55H2.1	Caenorhabditis elegans	221	AB003924;Z27080;	NP_001255003.1 [P34461-1];
P34470	reviewed	HCP3_CAEEL	Histone H3-like centromeric protein hcp-3 (CENP-A homolog) (CeCENP-A) (Holocentric chromosome-binding protein 3)	hcp-3 CENP-A F58A4.3	Caenorhabditis elegans	288	BX284603;	NP_499128.1;
P34475	reviewed	TBG_CAEEL	Tubulin gamma chain (Gamma-tubulin)	tbg-1 F58A4.8	Caenorhabditis elegans	444	AF287259;Z22179;	NP_499131.1;
P34529	reviewed	DCR1_CAEEL	Endoribonuclease dcr-1 (EC 3.1.26.-) [Cleaved into: Death-promoting deoxyribonuclease (tDCR-1) (EC 3.1.21.-)]	dcr-1 eri-4 let-740 K12H4.8	Caenorhabditis elegans	1910	BX284603;	NP_498761.2;
P34537	reviewed	BRE1_CAEEL	E3 ubiquitin-protein ligase bre-1 (EC 2.3.2.27) (RING finger protein rfp-1) (RING-type E3 ubiquitin transferase bre-1)	rfp-1 bre-1 R05D3.4	Caenorhabditis elegans	837	FO081667;FO081667;	NP_001022699.1 [P34537-2];NP_001022700.1 [P34537-1];
P34540	reviewed	KINH_CAEEL	Kinesin heavy chain (Uncoordinated protein 116) (Protein unc-116)	unc-116 khc-1 R05D3.7	Caenorhabditis elegans	815	AB017163;L19120;BX284603;	NP_498842.1;
P34544	reviewed	MET2_CAEEL	Histone-lysine N-methyltransferase met-2 (EC 2.1.1.-) (EC 2.1.1.367)	met-2 R05D3.11	Caenorhabditis elegans	1304	FO081667;	NP_498848.4;
P34545	reviewed	CBP1_CAEEL	Protein cbp-1 (EC 2.3.1.48)	cbp-1 R10E11.1	Caenorhabditis elegans	2017	Z29095;Z29095;Z29095;	NP_001122711.2 [P34545-3];NP_499160.2 [P34545-1];NP_499161.2 [P34545-2];
P34547	reviewed	UBP46_CAEEL	Ubiquitin carboxyl-terminal hydrolase 46 (EC 3.4.19.12) (Deubiquitinating enzyme) (Ubiquitin thioesterase) (Ubiquitin-specific-processing protease)	usp-46 R10E11.3	Caenorhabditis elegans	426	Z29095;Z29095;	NP_499162.2 [P34547-1];NP_499163.2 [P34547-2];
P34548	reviewed	SQV3_CAEEL	Xylosylprotein 4-beta-galactosyltransferase (XGalT-I) (EC 2.4.1.133) (Squashed vulva protein 3) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase sqv-3)	sqv-3 R10E11.4	Caenorhabditis elegans	289	AJ005867;Z29095;	NP_499164.1;
P34552	reviewed	ALXA_CAEEL	Apoptosis-linked gene 2-interacting protein X 1 (Prion-like-(Q/N-rich) domain-bearing protein 58) (Protein YNK1)	alx-1 pqn-58 R10E12.1	Caenorhabditis elegans	882	U73679;Z29561;Z29561;Z29561;Z29561;	NP_001022713.1 [P34552-1];NP_001022714.1 [P34552-3];NP_001022715.1 [P34552-4];NP_499213.1 [P34552-2];
P34555	reviewed	HLH4_CAEEL	Helix-loop-helix protein 4	hlh-4 T05G5.2	Caenorhabditis elegans	205	Z27079;	NP_499150.1;
P34556	reviewed	CDK1_CAEEL	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	cdk-1 ncc-1 T05G5.3	Caenorhabditis elegans	332	X68384;S75262;AF129109;Z27079;	NP_001022747.1;
P34560	reviewed	RMD1_CAEEL	Regulator of microtubule dynamics protein 1	rmd-1 T05G5.7	Caenorhabditis elegans	226	Z27079;Z27079;	NP_001255029.1 [P34560-1];NP_001255030.1 [P34560-2];
P34561	reviewed	VPS53_CAEEL	Vacuolar protein sorting-associated protein 53 homolog	vps-53 T05G5.8	Caenorhabditis elegans	798	BX284603;BX284603;	NP_001255027.2 [P34561-1];NP_001255028.2 [P34561-2];
P34568	reviewed	SPOP_CAEEL	Speckle-type POZ protein homolog (BTB and MATH domain-containing protein 43) (HIB homolog)	spop-1 bath-43 T16H12.5	Caenorhabditis elegans	451	BX284603;BX284603;	NP_001022764.1 [P34568-1];NP_001022765.1 [P34568-2];
P34574	reviewed	CLH_CAEEL	Probable clathrin heavy chain 1	chc-1 T20G5.1	Caenorhabditis elegans	1681	Z30423;	NP_499260.1;
P34576	reviewed	MUA3_CAEEL	Transmembrane cell adhesion receptor mua-3 (Muscle attachment abnormal protein 3)	mua-3 K08E5.3	Caenorhabditis elegans	3767	AF139060;Z30974;Z30423;Z30974;Z30423;	NP_001022674.1 [P34576-1];NP_001022675.1 [P34576-2];
P34607	reviewed	MUT7_CAEEL	Exonuclease mut-7 (EC 3.1.-.-) (Exonuclease 3'-5' domain-containing protein 3 homolog)	mut-7 ZK1098.8	Caenorhabditis elegans	910	Z22176;	NP_499105.1;
P34609	reviewed	JIP_CAEEL	JNK-interacting protein (JIP) (JNK MAP kinase scaffold protein) (Uncoordinated protein 16)	unc-16 egl-39 ZK1098.10	Caenorhabditis elegans	1190	AF424978;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;BX284603;	NP_001022981.1 [P34609-5];NP_001122747.1 [P34609-6];NP_001122748.1 [P34609-7];NP_001255008.1 [P34609-1];NP_001255009.1 [P34609-8];NP_001293608.1 [P34609-9];NP_001293609.1 [P34609-10];NP_001293610.1;NP_001293611.1 [P34609-12];NP_001293612.1 [P34609-13];NP_001293613.1 [P34609-14];NP_001293614.1 [P34609-15];NP_001293615.1 [P34609-16];NP_001293616.1 [P34609-17];NP_001293617.1 [P34609-18];NP_741263.3 [P34609-3];
P34611	reviewed	NCL1_CAEEL	B-box type zinc finger protein ncl-1	ncl-1 ZK112.2	Caenorhabditis elegans	851	AF047027;BX284603;	NP_498684.1;
P34616	reviewed	CADH3_CAEEL	Cadherin-3	cdh-3 ZK112.7	Caenorhabditis elegans	3343	FO080308;	NP_498687.2;
P34619	reviewed	SOR1_CAEEL	Sop-2-related protein 1	sor-1 ZK1236.3	Caenorhabditis elegans	1000	FO080723;FO080723;	NP_001040893.1;NP_001040894.1 [P34619-2];
P34624	reviewed	CCNY_CAEEL	Cyclin-Y	cyy-1 ZK353.1	Caenorhabditis elegans	357	FO081668;FO081668;	NP_498857.2 [P34624-1];NP_498858.2 [P34624-2];
P34643	reviewed	SC161_CAEEL	Protein transport protein sec-16A.1 (Secretory cargo traffic protein sec-16A.1)	sec-16A.1 sec-16 ZK512.5	Caenorhabditis elegans	1232	BX284603;BX284603;	NP_001293651.1 [P34643-2];NP_499022.1 [P34643-1];
P34644	reviewed	EAT4_CAEEL	Probable vesicular glutamate transporter eat-4 (Abnormal pharyngeal pumping eat-4)	eat-4 ZK512.6	Caenorhabditis elegans	576	BX284603;AF095787;	NP_499023.3;
P34652	reviewed	CALX_CAEEL	Calnexin (CeCNX-1)	cnx-1 ZK632.6	Caenorhabditis elegans	619	Z22181;	NP_499176.1;
P34678	reviewed	GALT3_CAEEL	Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41) (GalNAc-T1) (Protein-UDP acetylgalactosaminyltransferase 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3) (pp-GaNTase 3)	gly-3 ZK688.8	Caenorhabditis elegans	612	AF031833;FO080277;	NP_498722.1;
P34684	reviewed	LIN39_CAEEL	Homeobox protein lin-39 (Abnormal cell lineage protein 39)	lin-39 ceh-15 C07H6.7	Caenorhabditis elegans	253	L19639;L19248;FO080423;	NP_001021164.1;
P34688	reviewed	DPY7_CAEEL	Cuticle collagen dpy-7 (Protein dumpy-7)	dpy-7 F46C8.6	Caenorhabditis elegans	318	X64435;FO081392;	NP_509274.1;
P34689	reviewed	GLH1_CAEEL	ATP-dependent RNA helicase glh-1 (EC 3.6.4.13) (Germline helicase 1)	glh-1 T21G5.3	Caenorhabditis elegans	763	L19948;U62772;BX284601;	NP_491963.1;
P34690	reviewed	TBA2_CAEEL	Tubulin alpha-2 chain (EC 3.6.5.-)	tba-2 C47B2.3	Caenorhabditis elegans	448	D14965;Z99709;	NP_001021050.1;
P34691	reviewed	FEM3_CAEEL	Sex-determination protein fem-3 (Ce-FEM-3) (Feminization of XX and XO animals protein 3)	fem-3 C01F6.4	Caenorhabditis elegans	388	X64963;X64962;Z68213;	NP_001255365.1;
P34693	reviewed	SYT1_CAEEL	Synaptotagmin-1 (Synaptotagmin I)	snt-1 F31E8.2	Caenorhabditis elegans	441	L15302;FO080321;	NP_001022129.1;
P34697	reviewed	SODC_CAEEL	Superoxide dismutase [Cu-Zn] (SOD-1) (EC 1.15.1.1)	sod-1 C15F1.7	Caenorhabditis elegans	180	L20135;X77020;FO080553;FO080553;	NP_001021956.1 [P34697-1];NP_001021957.1 [P34697-2];
P34706	reviewed	SDC3_CAEEL	Zinc finger protein sdc-3	sdc-3 C25D7.3	Caenorhabditis elegans	2150	M85149;Z81039;	NP_506703.1;
P34707	reviewed	SKN1_CAEEL	Protein skinhead-1	skn-1 T19E7.2	Caenorhabditis elegans	623	BX284604;BX284604;BX284604;M84359;	NP_741404.1 [P34707-1];NP_741405.1;NP_741406.1 [P34707-2];
P34708	reviewed	TRA1_CAEEL	Sex-determining transformer protein 1 (Hermaphrodization of XO animals protein 2)	tra-1 her-2 Y47D3A.6	Caenorhabditis elegans	1110	M93256;M94130;BX284603;BX284603;	NP_001022880.1 [P34708-1];NP_001022881.1 [P34708-2];
P34709	reviewed	TRA2_CAEEL	Sex-determining transformer protein 2 (Ce-Tra-2)	tra-2 C15F1.3	Caenorhabditis elegans	1475	M91371;S42187;FO080553;FO080553;AF491489;AF491490;AF491491;AF491492;AF491493;AF491494;AF491495;AF491496;AF491497;AF491498;AF491499;AF491500;AF491501;AF491502;AF491503;AF491504;AF491505;AF491506;AF491507;	NP_001021954.1 [P34709-2];NP_495426.1 [P34709-1];
P34710	reviewed	UNC6_CAEEL	Netrin unc-6 (Uncoordinated protein 6)	unc-6 unc-106 F41C6.1	Caenorhabditis elegans	612	M80241;BX284606;	NP_509165.1;
P34711	reviewed	UNC17_CAEEL	Vesicular acetylcholine transporter unc-17 (Uncoordinated protein 17)	unc-17 ZC416.8	Caenorhabditis elegans	532	L19621;U09277;FO080977;	NP_001023602.1;
P34712	reviewed	PGP1_CAEEL	Multidrug resistance protein pgp-1 (EC 7.6.2.2) (P-glycoprotein A) (P-glycoprotein-related protein 1)	pgp-1 K08E7.9	Caenorhabditis elegans	1321	X65054;Z77666;	NP_502413.1;
P34713	reviewed	PGP3_CAEEL	Multidrug resistance protein pgp-3 (EC 7.6.2.2) (P-glycoprotein C) (P-glycoprotein-related protein 3)	pgp-3 ZK455.7	Caenorhabditis elegans	1268	X65055;Z66567;Z66562;	NP_509901.1;
P34722	reviewed	KPC1_CAEEL	Protein kinase C-like 1 (PKC) (EC 2.7.11.13) (Tetradecanoyl phorbol acetate-resistant protein 1)	tpa-1 B0545.1	Caenorhabditis elegans	704	D49525;D49525;FO080226;FO080226;D14815;	NP_499860.1;NP_499861.1;
P34766	reviewed	PAL1_CAEEL	Homeobox protein pal-1 (Caudal homolog 1) (Homeobox protein ceh-3) (Posterior alae in males protein 1)	pal-1 ceh-3 C38D4.6	Caenorhabditis elegans	270	X62782;Z46241;Z46241;Z46241;X57140;	NP_001021209.1 [P34766-1];NP_001021210.1;NP_001254921.1 [P34766-3];
P34808	reviewed	KTNA1_CAEEL	Meiotic spindle formation protein mei-1 (EC 5.6.1.1) (Katanin p60 ATPase-containing subunit A1) (Katanin p60 subunit A1) (p60 katanin)	mei-1 T01G9.5	Caenorhabditis elegans	472	L25423;Z75713;Z75713;	NP_492257.1 [P34808-1];NP_871793.1;
P34815	reviewed	UNC18_CAEEL	Acetylcholine regulator unc-18 (Uncoordinated protein 18)	unc-18 lan-2 F27D9.1	Caenorhabditis elegans	591	S34207;S66176;BX284606;	NP_001024606.1;
P34885	reviewed	KPC1B_CAEEL	Protein kinase C-like 1B (PKC1B) (EC 2.7.11.13)	pkc-1 kin-13 ttx-4 F57F5.5	Caenorhabditis elegans	707	U00181;U00965;BX284605;Z81497;BX284605;	NP_001256394.1 [P34885-2];NP_001256395.1 [P34885-1];
P34886	reviewed	MEC10_CAEEL	Degenerin mec-10 (Mechanosensory abnormality protein 10)	mec-10 F16F9.5	Caenorhabditis elegans	724	L25312;BX284606;	NP_509438.1;
P34888	reviewed	WNT1_CAEEL	Protein Wnt-1	cwn-1 wnt-1 K10B4.6	Caenorhabditis elegans	372	X72941;X72942;FO080912;	NP_493668.1;
P34889	reviewed	WNT2_CAEEL	Protein Wnt-2	cwn-2 wnt-2 W01B6.1	Caenorhabditis elegans	360	X72943;Z68301;	NP_501822.1;
P35129	reviewed	UBC2_CAEEL	Ubiquitin-conjugating enzyme E2 2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 2) (Lethal protein 70) (Ubiquitin carrier protein 2) (Ubiquitin-protein ligase 2)	let-70 ubc-2 M7.1	Caenorhabditis elegans	147	S56051;Z68337;	NP_502065.1;
P35602	reviewed	AP1M_CAEEL	AP-1 complex subunit mu-1-I (Clathrin assembly protein complex 1 mu-1-I medium chain) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor AP-1 47 kDa protein) (HA1 47 kDa subunit) (Mu1-I-adaptin) (Uncoordinated protein 101)	unc-101 K11D2.3	Caenorhabditis elegans	422	L26291;Z83115;Z83115;	NP_001040675.1 [P35602-1];NP_001040676.1 [P35602-2];
P35603	reviewed	AP2M_CAEEL	AP-2 complex subunit mu (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein) (Protein dumpy-23)	dpy-23 ap50 R160.1	Caenorhabditis elegans	441	L26290;FO081006;FO081006;	NP_001024865.1 [P35603-2];NP_741770.1 [P35603-1];
P35800	reviewed	DPY10_CAEEL	Cuticle collagen dpy-10 (Protein dumpy-10)	dpy-10 T14B4.7	Caenorhabditis elegans	372	L12692;FO080626;FO080626;	NP_001335511.1;
P37806	reviewed	UNC87_CAEEL	Protein unc-87 (Uncoordinated protein 87)	unc-87 F08B6.4	Caenorhabditis elegans	565	U04711;U04711;U04712;U04712;FO080807;FO080807;FO080807;	NP_001021092.1 [P37806-1];NP_001021093.1 [P37806-2];
P38433	reviewed	ACE1_CAEEL	Acetylcholinesterase 1 (ACE-1) (AChE 1) (EC 3.1.1.7)	ace-1 W09B12.1	Caenorhabditis elegans	620	X75331;FO081067;	NP_510660.1;
P39055	reviewed	DYN1_CAEEL	Dynamin (EC 3.6.5.5)	dyn-1 C02C6.1	Caenorhabditis elegans	830	L29031;Z79596;Z79596;	NP_001024331.1;NP_001024332.1 [P39055-2];
P39745	reviewed	MPK1_CAEEL	Mitogen-activated protein kinase mpk-1 (EC 2.7.11.24) (MAP kinase sur-1)	mpk-1 sur-1 F43C1.2	Caenorhabditis elegans	444	U03879;U27124;Z46937;Z46937;	NP_001022583.1;NP_001022584.1 [P39745-1];
P41779	reviewed	HM20_CAEEL	Homeobox protein ceh-20	ceh-20 F31E3.1	Caenorhabditis elegans	338	U01303;BX284603;	NP_001022555.1;
P41828	reviewed	NHR23_CAEEL	Nuclear hormone receptor family member nhr-23 (Steroid hormone receptor family member chr-3)	nhr-23 chr-3 cnr-3 let-527 C01H6.5	Caenorhabditis elegans	588	U13075;U51231;U51136;AF332203;AF332202;Z71258;Z71258;Z71258;Z71258;Z71258;Z71258;	NP_001020975.1 [P41828-1];NP_001020976.1;NP_001020977.1 [P41828-3];NP_001032969.1 [P41828-4];NP_001032970.1;NP_001032971.1 [P41828-6];
P41829	reviewed	NHR6_CAEEL	Nuclear hormone receptor family member nhr-6 (Nuclear receptor subfamily 4 group A member 5) (Steroid hormone receptor family member cnr8)	nhr-6 cnr-8 nr4a5 C48D5.1	Caenorhabditis elegans	619	AF083224;AF273770;AY204167;Z36237;BX284603;U13076;	NP_001129836.1;NP_497731.1 [P41829-1];
P41830	reviewed	CNR14_CAEEL	Steroid hormone receptor family member cnr14 (Nuclear receptor subfamily 1 group G member 1)	sex-1 cnr-14 nhr-24 nr1g1 F44A6.2	Caenorhabditis elegans	534	U13074;BX284606;	NP_001024662.1;
P41846	reviewed	WBS14_CAEEL	Protein WBSCR14 homolog (MLX interactor)	mml-1 mio T20B12.6	Caenorhabditis elegans	1009	AF213473;AF264757;FO081094;	NP_498631.2;
P41848	reviewed	SSP1A_CAEEL	FACT complex subunit SSRP1-A (Facilitates chromatin transcription complex subunit ssrp1-A) (HMG box-containing protein 4) (Structure-specific recognition protein 1-A)	hmg-4 T20B12.8	Caenorhabditis elegans	697	BX284603;	NP_498633.1;
P41855	reviewed	FLP01_CAEEL	FMRFamide-like neuropeptides 1 [Cleaved into: PNFMRY-amide; AGSDPNFLRF-amide; SQPNFLRF-amide; ASGDPNFLRF-amide; SDPNFLRF-amide (PF1); AAADPNFLRF-amide; SADPNFLRF-amide (PF2); PNFLRF-amide]	flp-1 F23B2.5	Caenorhabditis elegans	175	S38096;U00670;Z82266;Z82266;Z82266;	NP_501592.1 [P41855-1];NP_872077.1 [P41855-2];NP_872078.1 [P41855-3];
P41877	reviewed	ISW1_CAEEL	Chromatin-remodeling complex ATPase chain isw-1 (EC 3.6.4.-) (Nucleosome-remodeling factor subunit isw-1)	isw-1 F37A4.8	Caenorhabditis elegans	1009	BX284603;	NP_498468.2;
P41932	reviewed	14331_CAEEL	14-3-3-like protein 1 (Partitioning defective protein 5)	par-5 ftt-1 M117.2	Caenorhabditis elegans	248	U05038;Z73910;	NP_502235.1;
P41933	reviewed	ODR7_CAEEL	Nuclear hormone receptor family member odr-7 (Odorant response abnormal protein 7)	odr-7 T18D3.2	Caenorhabditis elegans	457	U16708;FJ455633;FJ455634;FJ455635;FJ455636;FJ455637;FJ455638;FJ455639;FJ455640;FJ455641;FJ455642;FJ455643;FJ455644;Z68119;	NP_510089.1;
P41934	reviewed	HM18_CAEEL	Homeobox protein ceh-18	ceh-18 ZC64.3	Caenorhabditis elegans	542	U16367;BX284606;	NP_741758.1;
P41935	reviewed	HM10_CAEEL	Homeobox protein ceh-10	ceh-10 W03A3.1	Caenorhabditis elegans	344	U19995;BX284603;X52812;	NP_498251.1;
P41936	reviewed	HM22_CAEEL	Homeobox protein ceh-22	ceh-22 F29F11.5	Caenorhabditis elegans	346	U10080;U10081;Z73974;BX284605;BX284605;	NP_001076742.1;NP_001076743.1 [P41936-3];NP_001076744.1 [P41936-2];
P41950	reviewed	DEX1_CAEEL	Dendrite extension defective protein 1	dex-1 D1044.2	Caenorhabditis elegans	1137	BX284603;BX284603;BX284603;	NP_498181.3 [P41950-2];NP_498182.2 [P41950-1];NP_498183.2;
P41956	reviewed	C560_CAEEL	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	mev-1 cyt-1 T07C4.7	Caenorhabditis elegans	182	L26545;Z29443;	NP_499283.1;
P41958	reviewed	CED9_CAEEL	Apoptosis regulator ced-9 (Cell death protein 9)	ced-9 T07C4.8	Caenorhabditis elegans	280	L26545;Z29443;	NP_499284.1;
P41990	reviewed	APX1_CAEEL	Anterior pharynx in excess protein 1	apx-1 K08D9.3	Caenorhabditis elegans	515	U07628;FO081608;	NP_503882.2;
P41996	reviewed	CPG2_CAEEL	Chondroitin proteoglycan-2 (Cytokinesis protein B0280.5)	cpg-2 B0280.5	Caenorhabditis elegans	524	DQ340624;FO080148;	NP_498551.3;
P42171	reviewed	REI1_CAEEL	Guanine nucleotide exchange factor rei-1	rei-1 C03C10.4	Caenorhabditis elegans	244	Z35637;	NP_497822.1;
P42573	reviewed	CED3_CAEEL	Cell death protein 3 (EC 3.4.22.60) (Caspase ced-3) [Cleaved into: Cell death protein 3 subunit p17; Cell death protein 3 subunit p15; Cell death protein 3 subunit p13]	ced-3 C48D1.2	Caenorhabditis elegans	503	L29052;AF210702;BX284604;	NP_001255708.1;
P43508	reviewed	CPR4_CAEEL	Cathepsin B-like cysteine proteinase 4 (EC 3.4.22.-) (Cysteine protease-related 4)	cpr-4 F44C4.3	Caenorhabditis elegans	335	L39895;L39926;FO081381;	NP_504682.1;
P45442	reviewed	LAG2_CAEEL	Protein lag-2 (Lethal protein 461)	lag-2 let-461 Y73C8B.4	Caenorhabditis elegans	402	X77495;BX284605;	NP_503877.1;
P45894	reviewed	AAPK1_CAEEL	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1)	aak-1 PAR2.3	Caenorhabditis elegans	589	AY347272;FO081577;FO081577;	NP_741254.3 [P45894-1];NP_741255.3;
P45895	reviewed	CHSSB_CAEEL	Chondroitin sulfate synthase mig-22 (EC 2.4.1.175) (Abnormal cell migration) (Chondroitin-polymerizing factor) (ChPF) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 1) (EC 2.4.1.226)	mig-22 pfc-1 PAR2.4	Caenorhabditis elegans	804	AB110823;AB110824;FO081577;FO081577;	NP_498934.1 [P45895-1];NP_871671.1;
P45896	reviewed	SMA3_CAEEL	Dwarfin sma-3 (MAD protein homolog 2)	sma-3 cem-2 R13F6.9	Caenorhabditis elegans	393	U34902;BX284603;	NP_498493.1;
P45897	reviewed	SMA4_CAEEL	Dwarfin sma-4 (MAD protein homolog 3)	sma-4 cem-3 R12B2.1	Caenorhabditis elegans	570	U34596;FO081686;	NP_001040864.1;
P45970	reviewed	LIN5_CAEEL	Spindle apparatus protein lin-5 (Abnormal cell lineage protein 5)	lin-5 T09A5.10	Caenorhabditis elegans	821	AF240692;Z36753;	NP_495654.1;
P46549	reviewed	SULU_CAEEL	Serine/threonine-protein kinase SULU (EC 2.7.11.1) (Protein kinase 18)	kin-18 sulu T17E9.1	Caenorhabditis elegans	982	U32275;FO080363;FO080363;	NP_001022767.1 [P46549-1];NP_741172.2;
P46551	reviewed	CDK12_CAEEL	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division cycle 2-related protein kinase 7) (Cell division protein kinase 12)	cdk-12 cdtl-7 B0285.1	Caenorhabditis elegans	730	BX284603;BX284603;BX284603;	NP_001254914.1;NP_001254915.1;NP_001254916.1 [P46551-1];
P46555	reviewed	GLCE_CAEEL	D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase)	hse-5 B0285.5	Caenorhabditis elegans	616	AY552607;Z34533;	NP_497876.2;
P46561	reviewed	ATPB_CAEEL	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)	atp-2 C34E10.6	Caenorhabditis elegans	538	BX284603;	NP_498111.2;
P46580	reviewed	ANM5_CAEEL	Protein arginine N-methyltransferase 5 (EC 2.1.1.320)	prmt-5 tag-251 C34E10.5	Caenorhabditis elegans	734	BX284603;	NP_498112.1;
P46822	reviewed	KLC_CAEEL	Kinesin light chain (KLC)	klc-2 C18C4.10	Caenorhabditis elegans	540	Z29644;Z29645;BX284605;BX284605;BX284605;	NP_001023663.1 [P46822-2];NP_001023664.1 [P46822-1];NP_001023665.1 [P46822-3];
